agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd,chan_nu,chan_name,meas_type,streamflow_method,velocity_method,chan_discharge,chan_width,chan_area,chan_velocity,chan_stability,chan_material,chan_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,chan_loc_cd,chan_loc_dist,DateTime,gage_height_m,discharge_cms
USGS,12200500,387,11/14/1989 11:00,PST,Yes,BP,USGS,19.27,30500,Good,-0.08,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,30500,613,8270,3.68,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/14/1989 11:00,5.873496,863.6638211
USGS,12200500,388,12/5/1989 12:28,PST,Yes,ROO/JB,USGS,32.28,103000,Good,0.16,1,,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,103000,703,16400,6.28,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,12/5/1989 12:28,9.838944,2916.635199
USGS,12200500,389,2/6/1990 11:20,PST,Yes,BSP,USGS,14.87,19300,Good,-0.12,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,19300,595,5790,3.33,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,2/6/1990 11:20,4.532376,546.5151392
USGS,12200500,390,4/18/1990 11:15,PDT,Yes,ROO,USGS,16.71,24300,Good,-0.06,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,24300,600,7320,3.24,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,4/18/1990 11:15,5.093208,688.0993722
USGS,12200500,391,7/16/1990 14:27,PDT,Yes,JCT/WPB,USGS,17.29,25800,Good,-0.02,1.5,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,25800,602,7160,3.6,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/16/1990 14:27,5.269992,730.5746421
USGS,12200500,392,9/21/1990 9:07,PDT,Yes,JCT,USGS,10.02,7400,Good,-0.01,1.5,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,7400,567,3240,2.28,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,9/21/1990 9:07,3.054096,209.5446648
USGS,12200500,393,11/17/1990 8:55,PST,Yes,JCT/KBO,USGS,22.28,43800,Good,0.01,1.8,DebrisLight,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,43800,632,9720,4.51,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/17/1990 8:55,6.790944,1240.277881
USGS,12200500,394,11/25/1990 15:04,PST,Yes,KBO/DTS,USGS,36.91,141000,Good,-0.26,1.4,DebrisLight,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,141000,700,20000,7.08,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/25/1990 15:04,11.250168,3992.675369
USGS,12200500,395,2/21/1991 14:51,PST,Yes,JCT,USGS,20.16,37100,Fair,-0.12,1.3,DebrisLight,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,37100,627,8750,4.24,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,2/21/1991 14:51,6.144768,1050.555009
USGS,12200500,396,4/23/1991 10:45,PDT,Yes,BSP/TEM,USGS,15.91,22800,Good,-0.11,1.2,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,22800,599,6860,3.32,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,4/23/1991 10:45,4.849368,645.6241023
USGS,12200500,397,6/21/1991 10:13,PDT,Yes,JCT/RDF,USGS,16.4,19700,Poor,0.02,1.6,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,19700,605,7300,2.7,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,6/21/1991 10:13,4.99872,557.8418779
USGS,12200500,398,8/13/1991 16:05,PDT,Yes,JCT,USGS,13.61,16200,Good,0.19,1.4,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,16200,590,5510,2.94,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,8/13/1991 16:05,4.148328,458.7329148
USGS,12200500,399,10/23/1991 13:22,PDT,Yes,MKB/JCT,USGS,9.28,5590,Good,0.03,1.3,DebrisModerate,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,5590,570,2980,1.88,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,10/23/1991 13:22,2.828544,158.2911724
USGS,12200500,400,12/16/1991 13:15,PST,Yes,MKB,USGS,13.96,16700,Good,-0.14,1.9,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,16700,590,5760,2.9,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,12/16/1991 13:15,4.255008,472.8913381
USGS,12200500,401,2/20/1992 11:30,PST,Yes,MKB,USGS,14.02,16600,Good,-0.03,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,16600,597,5730,2.9,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,2/20/1992 11:30,4.273296,470.0596534
USGS,12200500,402,4/8/1992 12:00,PDT,Yes,MKB,USGS,11.36,10200,Good,-0.19,1.4,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,10200,585,4020,2.54,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,4/8/1992 12:00,3.462528,288.8318352
USGS,12200500,403,6/23/1992 8:50,PDT,Yes,MKB,USGS,13.11,14700,Good,0.1,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,14700,590,5230,2.81,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,6/23/1992 8:50,3.995928,416.2576449
USGS,12200500,404,10/7/1992 11:30,PDT,Yes,MKB,USGS,9.58,6570,Fair,-0.16,1.8,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,6570,573,3190,2.06,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,10/7/1992 11:30,2.919984,186.0416821
USGS,12200500,405,2/9/1993 10:45,PST,Yes,MKB,USGS,12.12,11800,Good,-0.03,1.4,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,11800,584,4460,2.65,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,2/9/1993 10:45,3.694176,334.1387898
USGS,12200500,406,4/9/1993 8:30,PDT,Yes,MKB,USGS,11.95,11700,Good,0.14,1.5,Clear,UNSP,1,Imported Channel 1,CWAY,unspe,unkno,11700,584,4540,2.57,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,4/9/1993 8:30,3.64236,331.3071051
USGS,12200500,407,8/5/1993 8:55,PDT,Yes,MKB,USGS,12.04,11100,Good,-0.16,1.2,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,11100,580,4460,2.49,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,8/5/1993 8:55,3.669792,314.3169972
USGS,12200500,408,10/13/1993 9:55,PDT,Yes,MKB,USGS,8.98,5210,Good,-0.03,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,5210,555,2670,1.95,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,10/13/1993 9:55,2.737104,147.5307707
USGS,12200500,409,12/9/1993 9:54,PST,Yes,MKB,USGS,13,14100,Good,0.01,1.6,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,14100,585,5060,2.79,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,12/9/1993 9:54,3.9624,399.2675369
USGS,12200500,410,2/25/1994 11:00,PST,Yes,MKB,USGS,12.77,12800,Good,-0.04,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,12800,580,4460,2.87,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,2/25/1994 11:00,3.892296,362.4556364
USGS,12200500,411,4/14/1994 9:35,PDT,Yes,mkb,USGS,13.54,14800,Good,0.09,1.4,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,14800,585,5270,2.81,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,4/14/1994 9:35,4.126992,419.0893296
USGS,12200500,412,7/1/1994 9:15,PDT,Yes,MKB,USGS,13.61,14700,Good,-0.01,1.5,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,14700,590,5130,2.87,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/1/1994 9:15,4.148328,416.2576449
USGS,12200500,413,8/24/1994 7:40,PDT,Yes,MKB/AMS,USGS,9.95,6460,Good,0.02,1.7,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,6460,565,3060,2.11,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,8/24/1994 7:40,3.03276,182.926829
USGS,12200500,414,10/18/1994 10:45,PDT,Yes,MKB,USGS,8.83,4540,Good,0,1.2,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,4540,550,2260,2.01,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,10/18/1994 10:45,2.691384,128.5584835
USGS,12200500,415,12/14/1994 11:00,PST,Yes,mkb,USGS,11.84,10600,Good,0,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,10600,580,4200,2.52,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,12/14/1994 11:00,3.608832,300.1585739
USGS,12200500,416,1/24/1995 14:45,PST,Yes,TEM/JCT,USGS,13.82,15500,Good,-0.06,0.5,Clear,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,15500,564,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/24/1995 14:45,4.212336,438.9111222
USGS,12200500,417,5/26/1995 8:48,PDT,Yes,JCT,USGS,16.14,20800,Good,0.08,1.5,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,20800,595,6460,3.22,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/26/1995 8:48,4.919472,588.9904091
USGS,12200500,418,7/7/1995 8:45,PDT,Yes,JCT,USGS,13.83,15200,Good,0.08,1.3,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,15200,585,5440,2.79,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/7/1995 8:45,4.215384,430.4160682
USGS,12200500,419,9/20/1995 9:06,PDT,Yes,JCT,USGS,11.28,8640,Good,-0.01,1.3,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,8640,575,3480,2.48,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,9/20/1995 9:06,3.438144,244.6575546
USGS,12200500,420,11/30/1995 8:10,PST,Yes,KEF/JCT,USGS,37.03,134000,Good,0.2,1.2,DebrisModerate,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,134000,713,20000,6.7,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/30/1995 8:10,11.286744,3794.457443
USGS,12200500,421,11/30/1995 10:50,PST,Yes,DTS/JCT,USGS,37.32,141000,Good,0.05,1.1,DebrisModerate,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,141000,713,20200,6.98,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/30/1995 10:50,11.375136,3992.675369
USGS,12200500,422,11/30/1995 15:21,PST,Yes,KEF/JCT,USGS,37.12,137000,Good,-0.13,1,DebrisModerate,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,137000,713,20100,6.82,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/30/1995 15:21,11.314176,3879.407983
USGS,12200500,423,12/1/1995 7:45,PST,Yes,KEF/JCT,USGS,32.54,98000,Good,-0.08,1,DebrisLight,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,98000,700,16900,5.88,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,12/1/1995 7:45,9.918192,2775.050966
USGS,12200500,424,1/19/1996 11:00,PST,Yes,JCT,USGS,16.86,23500,Good,-0.07,1.2,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,23500,590,6970,3.37,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/19/1996 11:00,5.138928,665.4458949
USGS,12200500,425,2/9/1996 12:10,PST,Yes,JCT/BZ,USGS,29.13,78000,Good,0.2,1,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,78000,643,14400,5.43,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,2/9/1996 12:10,8.878824,2208.714034
USGS,12200500,426,2/12/1996 11:18,PST,Yes,JCT,USGS,17.43,26200,Good,-0.26,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,26200,597,7390,3.55,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,2/12/1996 11:18,5.312664,741.9013807
USGS,12200500,427,3/20/1996 9:22,PST,Yes,JCT,USGS,14.24,16700,Good,-0.02,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,16700,592,5530,3.02,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,3/20/1996 9:22,4.340352,472.8913381
USGS,12200500,428,6/19/1996 14:00,PDT,Yes,SGW/JCT,USGS,14.08,15400,Good,-0.16,1.8,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,15400,590,5370,2.87,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,6/19/1996 14:00,4.291584,436.0794375
USGS,12200500,429,9/26/1996 8:30,PDT,Yes,SGW,USGS,10.38,6910,Good,-0.03,1.5,DebrisModerate,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,6910,560,3130,2.21,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,9/26/1996 8:30,3.163824,195.66941
USGS,12200500,430,12/19/1996 8:35,PST,Yes,SGW,USGS,13.52,14400,Good,0.03,1.6,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,14400,585,5160,2.79,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,12/19/1996 8:35,4.120896,407.7625909
USGS,12200500,431,3/6/1997 8:25,PST,Yes,SGW,USGS,14.85,17700,Good,0.03,1.5,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,17700,592,5860,3.02,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,3/6/1997 8:25,4.52628,501.2081847
USGS,12200500,432,5/1/1997 13:47,PDT,Yes,JED/SGW,USGS,18.43,27900,Good,-0.06,1.9,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,27900,604,8020,3.48,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/1/1997 13:47,5.617464,790.0400199
USGS,12200500,433,7/25/1997 11:12,PDT,Yes,SGW,USGS,16.46,21400,Good,0.01,1.5,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,21400,600,6800,3.15,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/25/1997 11:12,5.017008,605.9805171
USGS,12200500,434,10/14/1997 12:55,PDT,Yes,JED,USGS,14.55,16600,Good,-0.03,1.2,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,16600,595,5750,2.89,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,10/14/1997 12:55,4.43484,470.0596534
USGS,12200500,435,12/8/1997 11:30,PST,Yes,SGW,USGS,12.22,10800,Good,0.03,1.2,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,10800,582,4290,2.51,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,12/8/1997 11:30,3.724656,305.8219432
USGS,12200500,436,5/19/1998 10:15,PDT,Yes,SGW,USGS,12.64,11300,Good,-0.07,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,11300,585,4520,2.5,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/19/1998 10:15,3.852672,319.9803665
USGS,12200500,437,8/13/1998 16:20,PDT,Yes,SGW,USGS,12.42,10800,Good,-0.12,1.5,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,10800,580,4290,2.52,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,8/13/1998 16:20,3.785616,305.8219432
USGS,12200500,438,9/21/1998 9:20,PDT,Yes,SGW,USGS,9.36,4450,Good,-0.03,1.5,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,4450,557,2340,1.9,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,9/21/1998 9:20,2.852928,126.0099673
USGS,12200500,439,10/20/1998 10:30,PDT,Yes,SGW,USGS,10.67,7200,Good,0,1.5,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,7200,570,3180,2.26,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,10/20/1998 10:30,3.252216,203.8812955
USGS,12200500,440,12/16/1998 10:28,PST,Yes,SGW,USGS,17.87,25300,Good,-0.13,1.5,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,25300,595,7620,3.32,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,12/16/1998 10:28,5.446776,716.4162188
USGS,12200500,441,3/9/1999 13:07,PST,Yes,SGW,USGS,14.76,16500,Good,-0.05,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,16500,585,5400,3.06,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,3/9/1999 13:07,4.498848,467.2279688
USGS,12200500,442,4/20/1999 17:30,PDT,Yes,RW,USGS,15.61,18700,Good,0.04,1,Clear,UNSP,1,Imported Channel 1,BOAT,unspe,unkno,18700,,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,4/20/1999 17:30,4.757928,529.5250313
USGS,12200500,443,4/21/1999 10:42,PDT,Yes,RW,USGS,15.34,18400,Good,-0.13,3,Clear,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,18400,,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,4/21/1999 10:42,4.675632,521.0299773
USGS,12200500,444,4/21/1999 15:30,PDT,Yes,KRS,USGS,15.14,18600,Fair,0.09,2.1,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,18600,595,5890,3.16,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,4/21/1999 15:30,4.614672,526.6933466
USGS,12200500,445,4/22/1999 10:42,PDT,Yes,RW,USGS,13.86,14200,Good,-0.09,1,Clear,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,14200,,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,4/22/1999 10:42,4.224528,402.0992216
USGS,12200500,446,6/17/1999 13:00,PDT,Yes,SGW,USGS,21.35,37500,Good,-0.1,1.8,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,37500,602,9670,3.88,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,6/17/1999 13:00,6.50748,1061.881747
USGS,12200500,447,9/17/1999 12:50,PDT,Yes,SGW,USGS,11.17,7530,Good,0.01,1.4,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,7530,565,3050,2.47,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,9/17/1999 12:50,3.404616,213.2258548
USGS,12200500,448,11/4/1999 13:35,PST,Yes,SGW,USGS,14.75,16400,Good,0.1,1.4,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,16400,585,5200,3.15,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/4/1999 13:35,4.4958,464.3962841
USGS,12200500,449,12/16/1999 9:45,PST,Yes,SGW,USGS,25.03,53700,Good,-0.05,1.6,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,53700,610,11700,4.59,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,12/16/1999 9:45,7.629144,1520.614662
USGS,12200500,450,5/17/2000 10:30,PDT,Yes,SGW,USGS,15.52,18900,Good,0,1.8,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,18900,593,6240,3.03,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/17/2000 10:30,4.730496,535.1884006
USGS,12200500,451,8/21/2000 12:55,PDT,Yes,SGW,USGS,11.93,9420,Good,0.01,1.5,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,9420,575,3790,2.49,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,8/21/2000 12:55,3.636264,266.7446949
USGS,12200500,452,10/19/2000 11:35,PDT,Yes,SGW,USGS,14.07,15200,Good,-0.06,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,15200,585,5180,2.93,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,10/19/2000 11:35,4.288536,430.4160682
USGS,12200500,453,1/24/2001 12:40,PST,Yes,SGW,USGS,11.3,8820,Good,-0.02,1.2,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,8820,573,3660,2.41,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/24/2001 12:40,3.44424,249.7545869
USGS,12200500,454,4/9/2001 10:40,PDT,Yes,SGW,USGS,10.5,7030,Good,-0.04,1.5,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,7030,570,3090,2.28,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,4/9/2001 10:40,3.2004,199.0674315
USGS,12200500,455,6/27/2001 11:15,PDT,Yes,SGW/JED,USGS,12.24,10500,Good,,,Clear,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,10500,529,4100,2.56,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,6/27/2001 11:15,3.730752,297.3268892
USGS,12200500,456,10/30/2001 8:37,PST,Yes,SGW,USGS,13.73,15300,Good,-0.02,1.4,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,15300,590,5310,2.88,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,10/30/2001 8:37,4.184904,433.2477529
USGS,12200500,457,11/15/2001 10:10,PST,Yes,SGW,USGS,27.55,70300,Good,0.19,1.5,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,70300,620,13700,5.13,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/15/2001 10:10,8.39724,1990.674315
USGS,12200500,458,1/15/2002 11:37,PST,Yes,SGW,USGS,16.41,22800,Good,-0.03,1.5,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,22800,595,6710,3.4,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/15/2002 11:37,5.001768,645.6241023
USGS,12200500,459,5/20/2002 12:27,PDT,Yes,CAC/SGW,USGS,16,21700,Good,0.15,0.5,Clear,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,21700,595,6750,3.1,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/20/2002 12:27,4.8768,614.475571
USGS,12200500,460,6/26/2002 15:33,PDT,Yes,JED/CAC,USGS,20.32,34200,Good,0,0.3,Clear,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,34200,614,9720,3.31,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,6/26/2002 15:33,6.193536,968.4361534
USGS,12200500,461,7/29/2002 15:43,PDT,Yes,JED/CAC,USGS,15.79,20600,Good,0.03,0.5,Clear,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,20600,603,6900,2.82,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/29/2002 15:43,4.812792,583.3270398
USGS,12200500,462,10/8/2002 12:30,PDT,Yes,JED,USGS,8.92,4700,Good,0,1.1,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,4700,557,2320,2.03,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,10/8/2002 12:30,2.718816,133.089179
USGS,12200500,463,1/7/2003 14:47,PST,Yes,DAM,USGS,13.62,15700,Fair,-0.41,1,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,15700,587,5330,2.94,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/7/2003 14:47,4.151376,444.5744915
USGS,12200500,464,1/9/2003 10:06,PST,Yes,DAM,USGS,13.52,15000,Fair,-0.08,1.2,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,15000,590,5100,2.95,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/9/2003 10:06,4.120896,424.7526989
USGS,12200500,465,1/27/2003 16:23,PST,Yes,DAM/CC,USGS,24.24,47700,Good,-0.11,,DebrisHeavy,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,47700,629,12200,3.9,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/27/2003 16:23,7.388352,1350.713582
USGS,12200500,466,5/14/2003 17:30,PDT,Yes,CAC/DAM,USGS,12.09,11500,Good,-0.01,0.2,DebrisLight,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,11500,584,4450,2.58,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/14/2003 17:30,3.685032,325.6437358
USGS,12200500,467,8/21/2003 9:20,PDT,Yes,DAM/JMP,USGS,10.4,8530,Good,-0.21,0.5,DebrisLight,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,8530,506,3940,2.1,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,8/21/2003 9:20,3.16992,241.5427014
USGS,12200500,468,10/22/2003 12:20,PDT,Yes,DAM/KF,USGS,33.92,113000,Fair,-0.17,0.7,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,113000,723,18700,6.03,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,10/22/2003 12:20,10.338816,3199.803665
USGS,12200500,469,1/12/2004 14:19,PST,Yes,DAM/JTS,USGS,14.3,18000,Good,0.08,0.4,Clear,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,18000,642,5840,3.08,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/12/2004 14:19,4.35864,509.7032387
USGS,12200500,470,3/10/2004 15:07,PST,Yes,DAM/JMP,USGS,13.76,16500,Fair,-0.03,0.4,DebrisLight,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,16500,639,5370,3.08,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,3/10/2004 15:07,4.194048,467.2279688
USGS,12200500,471,5/12/2004 9:07,PDT,Yes,JTS,USGS,12.24,12000,Good,-0.22,1.4,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,12000,582,4450,2.68,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/12/2004 9:07,3.730752,339.8021591
USGS,12200500,472,7/7/2004 9:14,PDT,Yes,JTS,USGS,13.24,14200,Fair,-0.14,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,14200,587,5000,2.85,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/7/2004 9:14,4.035552,402.0992216
