agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd,chan_nu,chan_name,meas_type,streamflow_method,velocity_method,chan_discharge,chan_width,chan_area,chan_velocity,chan_stability,chan_material,chan_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,chan_loc_cd,chan_loc_dist,DateTime,gage_height_m,discharge_cms
USGS,12200500,294,3/18/1971 14:30,PST,Yes,JWM,USGS,12.98,11700,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,11700,604,4510,2.6,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,3/18/1971 14:30,3.956304,331.3071051
USGS,12200500,295,5/12/1971 16:00,PDT,Yes,JWM,USGS,20.9,35200,Unspecified,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,35200,625,9470,3.72,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/12/1971 16:00,6.37032,996.753
USGS,12200500,297,9/17/1971,,Yes,JWM,USGS,10.56,6440,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,6440,595,3070,2.1,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,9/17/1971 0:00,3.218688,182.3604921
USGS,12200500,298,12/22/1971,,Yes,JWM,USGS,14.08,14400,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,14400,607,5310,2.71,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,12/22/1971 0:00,4.291584,407.7625909
USGS,12200500,299,2/10/1972,,Yes,JWM,USGS,15.04,16800,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,16800,610,5950,2.82,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,2/10/1972 0:00,4.584192,475.7230227
USGS,12200500,300,4/14/1972,,Yes,JWM,USGS,15.23,17000,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,17000,606,5930,2.87,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,4/14/1972 0:00,4.642104,481.3863921
USGS,12200500,301,6/22/1972 19:30,PDT,Yes,JWM,USGS,21.49,37400,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,37400,625,9560,3.91,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,6/22/1972 19:30,6.550152,1059.050063
USGS,12200500,302,8/23/1972 10:00,PDT,Yes,JWM,USGS,15.49,18700,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,18700,610,6200,3.02,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,8/23/1972 10:00,4.721352,529.5250313
USGS,12200500,303,10/17/1972 17:30,PDT,Yes,JWM/DND,USGS,10.79,7450,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,7450,600,3030,2.46,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,10/17/1972 17:30,3.288792,210.9605071
USGS,12200500,304,12/7/1972 11:25,PST,Yes,JWM,USGS,13.49,13900,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,13900,605,4900,2.84,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,12/7/1972 11:25,4.111752,393.6041676
USGS,12200500,305,2/2/1973 11:10,PST,Yes,DT,USGS,12.98,12300,Fair,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,12300,540,4190,2.94,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,2/2/1973 11:10,3.956304,348.2972131
USGS,12200500,306,5/10/1973 11:00,PDT,Yes,DT,USGS,13.95,15500,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,15500,600,5450,2.84,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/10/1973 11:00,4.25196,438.9111222
USGS,12200500,307,8/1/1973,,Yes,EAJ,USGS,13.64,14600,Unspecified,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,14600,605,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,8/1/1973 0:00,4.157472,413.4259602
USGS,12200500,308,9/25/1973 8:30,PDT,Yes,REQ,USGS,10.84,7820,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,7820,597,3330,2.35,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,9/25/1973 8:30,3.304032,221.4377403
USGS,12200500,309,11/21/1973 11:30,PST,Yes,REQ,USGS,13.82,14600,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,14600,613,5400,2.7,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/21/1973 11:30,4.212336,413.4259602
USGS,12200500,310,1/10/1974 16:30,PDT,Yes,REQ,USGS,13.99,15300,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,15300,610,5490,2.79,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/10/1974 16:30,4.264152,433.2477529
USGS,12200500,311,4/4/1974,,Yes,DT/GC,USGS,15.82,20500,Unspecified,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,20500,610,6460,3.17,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,4/4/1974 0:00,4.821936,580.4953551
USGS,12200500,312,5/20/1974,,Yes,REQ,USGS,14.17,15900,Fair,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,15900,657,4930,3.23,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/20/1974 0:00,4.319016,450.2378608
USGS,12200500,313,7/9/1974 8:40,PDT,Yes,REQ/MM,USGS,21.73,39000,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,39000,623,10200,3.82,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/9/1974 8:40,6.623304,1104.357017
USGS,12200500,314,10/3/1974 16:00,PDT,Yes,REQ,USGS,10.47,6850,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,6850,596,2770,2.47,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,10/3/1974 16:00,3.191256,193.9703992
USGS,12200500,315,11/18/1974 15:30,PST,Yes,REQ,USGS,13.08,13100,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,13100,602,4730,2.77,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/18/1974 15:30,3.986784,370.9506904
USGS,12200500,316,1/22/1975,,Yes,DET,USGS,16.03,21500,Unspecified,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,21500,600,6700,3.21,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/22/1975 0:00,4.885944,608.8122017
USGS,12200500,317,3/17/1975 16:20,PDT,Yes,REQ,USGS,13.8,15300,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,15300,605,5330,2.87,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,3/17/1975 16:20,4.20624,433.2477529
USGS,12200500,318,5/19/1975,,Yes,REQ,USGS,16.34,21600,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,21600,611,7040,3.07,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/19/1975 0:00,4.980432,611.6438864
USGS,12200500,319,7/10/1975 10:02,PDT,Yes,REQ,USGS,23.98,48800,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,48800,627,11500,4.24,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/10/1975 10:02,7.309104,1381.862114
USGS,12200500,320,9/29/1975 18:00,PDT,Yes,REQ,USGS,9.14,5060,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,5060,573,2460,2.06,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,9/29/1975 18:00,2.785872,143.2832438
USGS,12200500,321,9/30/1975 10:00,PDT,Yes,REQ,USGS,9.73,6230,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,6230,585,2800,2.22,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,9/30/1975 10:00,2.965704,176.4139543
USGS,12200500,322,11/21/1975 10:00,PST,Yes,REQ/JKI,USGS,16.94,24000,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,24000,613,7430,3.24,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/21/1975 10:00,5.163312,679.6043182
USGS,12200500,323,1/20/1976,,Yes,JKI,USGS,16.6,24100,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,24100,612,7530,3.2,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/20/1976 0:00,5.05968,682.4360029
USGS,12200500,324,3/22/1976 14:55,PST,Yes,REQ,USGS,12.35,12700,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,12700,602,4790,2.65,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,3/22/1976 14:55,3.76428,359.6239517
USGS,12200500,325,5/17/1976 10:23,PDT,Yes,JKI,USGS,16.79,24200,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,24200,610,7480,3.24,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/17/1976 10:23,5.117592,685.2676875
USGS,12200500,326,7/14/1976 14:05,PDT,Yes,JKI,USGS,17.52,26200,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,26200,612,7920,3.31,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/14/1976 14:05,5.340096,741.9013807
USGS,12200500,327,9/21/1976 11:00,PDT,Yes,JKI,USGS,11.45,10400,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,10400,595,4230,2.46,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,9/21/1976 11:00,3.48996,294.4952046
USGS,12200500,328,11/15/1976 11:20,PST,Yes,JKI,USGS,9.51,6120,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,6120,586,3190,1.92,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/15/1976 11:20,2.898648,173.2991011
USGS,12200500,329,3/14/1977 11:00,PST,Yes,JKI,USGS,14.01,16400,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,16400,604,5790,2.83,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,3/14/1977 11:00,4.270248,464.3962841
USGS,12200500,330,5/17/1977 11:45,PDT,Yes,JKI,USGS,12.19,12700,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,12700,600,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/17/1977 11:45,3.715512,359.6239517
USGS,12200500,331,7/18/1977 12:05,PDT,Yes,JKI,USGS,12.09,12300,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,12300,596,4790,2.57,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/18/1977 12:05,3.685032,348.2972131
USGS,12200500,332,8/16/1977 11:25,PDT,Yes,JKI,USGS,11.1,10100,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,10100,592,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,8/16/1977 11:25,3.38328,286.0001506
USGS,12200500,333,9/20/1977 11:15,PDT,Yes,JKI,USGS,9.87,6980,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,6980,591,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,9/20/1977 11:15,3.008376,197.6515892
USGS,12200500,334,10/11/1977 16:30,PDT,Yes,REQ,USGS,8.78,4840,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,4840,580,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,10/11/1977 16:30,2.676144,137.0535375
USGS,12200500,335,12/7/1977,,Yes,JKI,USGS,17.82,27500,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,27500,610,8110,3.39,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,12/7/1977 0:00,5.431536,778.7132813
USGS,12200500,336,2/13/1978 12:00,PST,Yes,JKI,USGS,13.09,14300,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,14300,598,5040,2.84,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,2/13/1978 12:00,3.989832,404.9309063
USGS,12200500,337,4/17/1978 11:15,PST,Yes,JKI,USGS,11.04,9880,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,9880,594,4100,2.41,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,4/17/1978 11:15,3.364992,279.7704443
USGS,12200500,338,6/19/1978 11:25,PDT,Yes,JKI,USGS,13.3,15400,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,15400,599,5410,2.85,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,6/19/1978 11:25,4.05384,436.0794375
USGS,12200500,339,9/18/1978 12:45,PDT,Yes,JKI,USGS,12.64,13000,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,13000,598,4830,2.69,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,9/18/1978 12:45,3.852672,368.1190057
USGS,12200500,340,11/7/1978 11:13,PST,Yes,JKI,USGS,14.16,16900,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,16900,604,5920,2.85,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/7/1978 11:13,4.315968,478.5547074
USGS,12200500,341,2/20/1979 13:00,PST,Yes,JKI,USGS,12.37,12800,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,12800,598,4870,2.63,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,2/20/1979 13:00,3.770376,362.4556364
USGS,12200500,342,5/16/1979 13:30,PDT,Yes,JKI,USGS,13.6,16000,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,16000,600,5530,2.89,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/16/1979 13:30,4.14528,453.0695455
USGS,12200500,343,10/4/1979,,Yes,JKI,USGS,8.7,4970,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,4970,553,2680,1.85,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,10/4/1979 0:00,2.65176,140.7347276
USGS,12200500,344,1/23/1980 14:55,PST,Yes,JKI,USGS,13.63,15700,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,15700,604,5370,2.92,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/23/1980 14:55,4.154424,444.5744915
USGS,12200500,345,5/14/1980,,Yes,JKI,USGS,12.58,13100,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,13100,594,4770,2.75,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/14/1980 0:00,3.834384,370.9506904
USGS,12200500,346,7/30/1980,,Yes,JKI,USGS,11.62,10900,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,10900,595,4130,2.64,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/30/1980 0:00,3.541776,308.6536279
USGS,12200500,347,11/12/1980,,Yes,JKI,USGS,16.11,22400,Excellent,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,22400,606,6880,3.26,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/12/1980 0:00,4.910328,634.2973637
USGS,12200500,348,2/27/1981,,Yes,JKI,USGS,14.31,16800,Excellent,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,16800,608,5460,3.08,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,2/27/1981 0:00,4.361688,475.7230227
USGS,12200500,349,6/6/1981,,Yes,JKI,USGS,18.06,28900,Excellent,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,28900,608,8080,3.58,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,6/6/1981 0:00,5.504688,818.3568665
USGS,12200500,350,8/28/1981,,Yes,JKI,USGS,10.27,7460,Excellent,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,7460,564,3240,2.3,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,8/28/1981 0:00,3.130296,211.2436756
USGS,12200500,351,11/17/1981 12:30,PST,Yes,WVF,USGS,14.2,16700,Excellent,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,16700,613,5750,2.9,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/17/1981 12:30,4.32816,472.8913381
USGS,12200500,352,1/12/1982 11:05,PST,Yes,JKI,USGS,11.57,10500,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,10500,596,4110,2.55,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/12/1982 11:05,3.526536,297.3268892
USGS,12200500,353,3/16/1982 12:55,PST,Yes,JKI,USGS,13.45,15400,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,15400,600,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,3/16/1982 12:55,4.09956,436.0794375
USGS,12200500,354,7/12/1982 11:15,PDT,Yes,JKI,USGS,18.34,29300,Excellent,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,29300,605,8430,3.48,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/12/1982 11:15,5.590032,829.6836051
USGS,12200500,355,9/22/1982,,Yes,JDD,USGS,10.5,8500,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,8500,573,3270,2.6,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,9/22/1982 0:00,3.2004,240.693196
USGS,12200500,356,1/18/1983,,Yes,JDD,USGS,13.72,14800,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,14800,607,5320,2.78,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/18/1983 0:00,4.181856,419.0893296
USGS,12200500,357,5/5/1983 16:45,PDT,Yes,DR,USGS,12.84,13400,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,13400,600,4760,2.82,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/5/1983 16:45,3.913632,379.4457443
USGS,12200500,358,6/24/1983 16:40,PDT,Yes,DR,USGS,14.84,18300,Good,,,Unspecifed,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,18300,609,5990,3.06,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,6/24/1983 16:40,4.523232,518.1982926
USGS,12200500,359,9/27/1983,,Yes,JDD,USGS,10.35,7990,Good,0.02,1,,MEAS,1,Imported Channel 1,UNSP,other,,7990,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,9/27/1983 0:00,3.15468,226.2516043
USGS,12200500,360,1/26/1984,,Yes,REQ/OCH,USGS,20.85,35500,Good,-0.4,2,,MEAS,1,Imported Channel 1,UNSP,other,,35500,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/26/1984 0:00,6.35508,1005.248054
USGS,12200500,361,4/10/1984,,Yes,JDD,USGS,14.04,16900,Good,-0.06,1.1,,MEAS,1,Imported Channel 1,UNSP,other,,16900,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,4/10/1984 0:00,4.279392,478.5547074
USGS,12200500,362,5/9/1984,,Yes,RAS,USGS,12.76,14100,Good,0.15,1.3,,MEAS,1,Imported Channel 1,UNSP,other,,14100,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/9/1984 0:00,3.889248,399.2675369
USGS,12200500,363,7/11/1984,,Yes,JCT/RAS,USGS,14.85,19100,Good,0.1,1.3,,MEAS,1,Imported Channel 1,UNSP,other,,19100,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/11/1984 0:00,4.52628,540.8517699
USGS,12200500,364,9/18/1984,,Yes,JCT/RAS,USGS,10.13,7420,Good,-0.01,1,,MEAS,1,Imported Channel 1,UNSP,other,,7420,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,9/18/1984 0:00,3.087624,210.1110017
USGS,12200500,365,11/28/1984,,Yes,RAS/JCT,USGS,13.09,14200,Good,0.09,1.2,,MEAS,1,Imported Channel 1,UNSP,other,,14200,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/28/1984 0:00,3.989832,402.0992216
USGS,12200500,366,1/29/1985,,Yes,JCT/SB,USGS,11.78,11100,Good,0.06,1.2,,MEAS,1,Imported Channel 1,UNSP,other,,11100,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/29/1985 0:00,3.590544,314.3169972
USGS,12200500,367,5/15/1985,,Yes,JJJ/SNB,USGS,12.38,12500,Good,-0.23,1.8,,MEAS,1,Imported Channel 1,UNSP,other,,12500,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/15/1985 0:00,3.773424,353.9605824
USGS,12200500,368,7/17/1985,,Yes,SNB,USGS,13.37,14700,Fair,0.22,1.7,,MEAS,1,Imported Channel 1,UNSP,other,,14700,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/17/1985 0:00,4.075176,416.2576449
USGS,12200500,369,9/24/1985,,Yes,SNB/JJJ,USGS,9.62,6520,Fair,0.46,2.6,,MEAS,1,Imported Channel 1,UNSP,other,,6520,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,9/24/1985 0:00,2.932176,184.6258398
USGS,12200500,370,11/21/1985,,Yes,MCM/SNB,USGS,13.48,14800,Good,-0.12,1.7,,MEAS,1,Imported Channel 1,UNSP,other,,14800,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/21/1985 0:00,4.108704,419.0893296
USGS,12200500,371,1/7/1986,,Yes,SNB/MCM,USGS,11.95,11500,Fair,0.14,3.2,,MEAS,1,Imported Channel 1,UNSP,other,,11500,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/7/1986 0:00,3.64236,325.6437358
USGS,12200500,372,3/26/1986,,Yes,MCM/SNB,USGS,14.37,17400,Good,-0.15,1.7,,MEAS,1,Imported Channel 1,UNSP,other,,17400,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,3/26/1986 0:00,4.379976,492.7131307
USGS,12200500,374,7/25/1986,,Yes,JLJ/SNB,USGS,11.57,10200,Fair,-0.08,1.3,,MEAS,1,Imported Channel 1,UNSP,other,,10200,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/25/1986 0:00,3.526536,288.8318352
USGS,12200500,375,10/9/1986,,Yes,SNB,USGS,8.97,5400,Good,0.21,2,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,5400,561,2760,1.96,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,10/9/1986 0:00,2.734056,152.9109716
USGS,12200500,376,12/30/1986,,Yes,SNB,USGS,17.18,25800,Good,-0.42,2.3,,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,25800,612,7470,3.45,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,12/30/1986 0:00,5.236464,730.5746421
USGS,12200500,377,3/26/1987,,Yes,SNB,USGS,12.89,14300,Good,0.1,1.9,,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,14300,600,4950,2.89,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,3/26/1987 0:00,3.928872,404.9309063
USGS,12200500,378,5/8/1987,,Yes,MCM/SNB,USGS,18.34,30200,Good,0.14,1.5,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,30200,614,8250,3.66,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/8/1987 0:00,5.590032,855.1687671
USGS,12200500,379,7/7/1987,,Yes,ROO/MCM,USGS,13.78,16900,Fair,-0.05,1.5,Clear,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,16900,675,5490,3.08,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/7/1987 0:00,4.200144,478.5547074
USGS,12200500,380,9/9/1987,,Yes,MCM/SNB,USGS,9.57,6880,Good,0.09,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,6880,568,3050,2.26,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,9/9/1987 0:00,2.916936,194.8199046
USGS,12200500,381,2/16/1988,,Yes,DR,USGS,13.16,15700,Good,0.04,1.3,,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,15700,595,5030,3.12,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,2/16/1988 0:00,4.011168,444.5744915
USGS,12200500,382,6/9/1988 12:15,PDT,Yes,DR,USGS,13.58,16300,Good,0.06,1.8,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,16300,590,5230,3.12,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,6/9/1988 12:15,4.139184,461.5645994
USGS,12200500,383,11/18/1988 12:00,PST,Yes,JED,USGS,14.29,17100,Good,-0.15,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,17100,692,5730,2.98,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/18/1988 12:00,4.355592,484.2180767
USGS,12200500,384,2/28/1989,,Yes,BSP,USGS,12.04,12500,Good,0.4,1.3,DebrisHeavy,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,12500,582,4340,2.88,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,2/28/1989 0:00,3.669792,353.9605824
USGS,12200500,385,3/13/1989 11:00,PST,Yes,BP,USGS,13.36,14800,Good,-0.03,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,14800,586,5040,2.94,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,3/13/1989 11:00,4.072128,419.0893296
USGS,12200500,386,6/12/1989,,Yes,BSP,USGS,16.83,24100,Good,0.1,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,24100,608,7050,3.42,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,6/12/1989 0:00,5.129784,682.4360029
